"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"119";"M4.15";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 119 — M4.15 — equals e hashCode";"119_M4_15_EQUALS_HASHCODE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"120";"M4.16";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 120 — M4.16 — toString com critério";"120_M4_16_TO_STRING_COM_CRITERIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"121";"M4.17";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 121 — M4.17 — static com critério";"121_M4_17_STATIC_COM_CRITERIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"122";"M4.18";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 122 — M4.18 — final em classes, métodos e atributos";"122_M4_18_FINAL_EM_CLASSES_METODOS_E_ATRIBUTOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"123";"M4.19";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 123 — M4.19 — Sobrecarga de construtores";"123_M4_19_SOBRECARGA_DE_CONSTRUTORES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"124";"M4.20";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 124 — M4.20 — this e autorreferência";"124_M4_20_THIS_E_SELF_REFERENCE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"125";"M4.21";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 125 — M4.21 — Organização de classes em arquivos";"125_M4_21_ORGANIZACAO_DE_CLASSES_EM_ARQUIVOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"126";"M4.22";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 126 — M4.22 — Pacotes de domínio";"126_M4_22_PACOTES_DE_DOMINIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"127";"M4.23";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 127 — M4.23 — Modificadores de acesso";"127_M4_23_MODIFICADORES_DE_ACESSO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"128";"M4.24";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 128 — M4.24 — Coesão em classes";"128_M4_24_COESAO_EM_CLASSES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"129";"M4.25";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 129 — M4.25 — Acoplamento entre classes";"129_M4_25_ACOPLAMENTO_ENTRE_CLASSES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"130";"M4.26";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 130 — M4.26 — Colaboração entre objetos";"130_M4_26_COLABORACAO_ENTRE_OBJETOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"131";"M4.27";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 131 — M4.27 — Tell, Don't Ask";"131_M4_27_TELL_DONT_ASK_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"132";"M4.28";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 132 — M4.28 — Objetos anêmicos";"132_M4_28_OBJETOS_ANEMICOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"133";"M4.29";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 133 — M4.29 — Invariantes de domínio";"133_M4_29_INVARIANTES_DE_DOMINIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"134";"M4.30";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 134 — M4.30 — Serviços de domínio inicial";"134_M4_30_SERVICOS_DE_DOMINIO_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"135";"M4.31";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 135 — M4.31 — Factories simples";"135_M4_31_FACTORIES_SIMPLES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"136";"M4.32";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 136 — M4.32 — Builder inicial";"136_M4_32_BUILDER_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"137";"M4.33";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 137 — M4.33 — Coleções dentro de objetos";"137_M4_33_COLECOES_DENTRO_DE_OBJETOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"138";"M4.34";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 138 — M4.34 — Composição com coleções";"138_M4_34_COMPOSICAO_COM_COLECOES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"139";"M4.35";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 139 — M4.35 — Agregados inicial";"139_M4_35_AGREGADOS_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"140";"M4.36";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 140 — M4.36 — Limites de responsabilidade do domínio";"140_M4_36_LIMITES_DE_RESPONSABILIDADE_DO_DOMINIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"141";"M4.37";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 141 — M4.37 — Revisão prática OO + domínio";"141_M4_37_REVISAO_PRATICA_OO_DOMINIO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"142";"M4.38";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# 142 — M4.38 — Mini-projeto Ordem de Serviço Console";"142_M4_38_MINI_PROJETO_ORDEM_SERVICO_CONSOLE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"143";"M4.39";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# 143 — M4.39 — Mini-projeto Ordem de Serviço Console — Parte 2";"143_M4_39_MINI_PROJETO_ORDEM_SERVICO_CONSOLE_PARTE_2_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"144";"M4.40";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# 144 — M4.40 — Mini-projeto Ordem de Serviço Console — Parte 3";"144_M4_40_MINI_PROJETO_ORDEM_SERVICO_CONSOLE_PARTE_3_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"145";"M4.41";"M4";"Orientacao a Objetos e dominio";"CONCLUIDA_GERADA";"Fechamento de modulo";"# 145 — M4.41 — Fechamento do Módulo 4 — Orientação a Objetos";"145_M4_41_FECHAMENTO_MODULO_4_ORIENTACAO_A_OBJETOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"146";"M5.01";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 146 — M5.01 — Collections Framework inicial";"146_M5_01_COLLECTIONS_FRAMEWORK_INICIAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"147";"M5.02";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 147 — M5.02 — Limitações de arrays e entrada em Collections";"147_M5_02_LIMITACOES_DE_ARRAYS_E_ENTRADA_EM_COLLECTIONS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"148";"M5.03";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 148 — M5.03 — List interface e ArrayList";"148_M5_03_LIST_INTERFACE_E_ARRAYLIST_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"149";"M5.04";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 149 — M5.04 — ArrayList operações CRUD";"149_M5_04_ARRAYLIST_OPERACOES_CRUD_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"150";"M5.05";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 150 — M5.05 — Iteração com for, foreach e Iterator";"150_M5_05_ITERACAO_COM_FOR_FOREACH_E_ITERATOR_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"151";"M5.06";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 151 — M5.06 — Remoção segura em listas";"151_M5_06_REMOCAO_SEGURA_EM_LISTAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"152";"M5.07";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 152 — M5.07 — LinkedList e diferenças com ArrayList";"152_M5_07_LINKEDLIST_E_DIFERENCAS_COM_ARRAYLIST_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"153";"M5.08";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 153 — M5.08 — Set interface e HashSet";"153_M5_08_SET_INTERFACE_E_HASHSET_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"154";"M5.09";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 154 — M5.09 — Igualdade em Set com equals e hashCode";"154_M5_09_IGUALDADE_EM_SET_COM_EQUALS_E_HASHCODE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"155";"M5.10";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 155 — M5.10 — LinkedHashSet, TreeSet e ordem";"155_M5_10_LINKEDHASHSET_TREESET_E_ORDEM_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"156";"M5.11";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 156 — M5.11 — Map interface e HashMap";"156_M5_11_MAP_INTERFACE_E_HASHMAP_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"157";"M5.12";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 157 — M5.12 — HashMap operações essenciais";"157_M5_12_HASHMAP_OPERACOES_ESSENCIAIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"158";"M5.13";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 158 — M5.13 — Map com objetos como chave";"158_M5_13_MAP_COM_OBJETOS_COMO_CHAVE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"159";"M5.14";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 159 — M5.14 — LinkedHashMap, TreeMap e ordem";"159_M5_14_LINKEDHASHMAP_TREEMAP_E_ORDEM_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"160";"M5.15";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 160 — M5.15 — Map: iteração com keySet, values e entrySet";"160_M5_15_MAP_ITERACAO_KEYSET_VALUES_ENTRYSET_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"161";"M5.16";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 161 — M5.16 — Remoção segura em Map";"161_M5_16_REMOCAO_SEGURA_EM_MAP_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"162";"M5.17";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 162 — M5.17 — Collections utility class";"162_M5_17_COLLECTIONS_UTILITY_CLASS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"163";"M5.18";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 163 — M5.18 — Comparator e ordenação customizada";"163_M5_18_COMPARATOR_E_ORDENACAO_CUSTOMIZADA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"164";"M5.19";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 164 — M5.19 — Queue, Deque e processamento em ordem";"164_M5_19_QUEUE_DEQUE_E_PROCESSAMENTO_EM_ORDEM_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"165";"M5.20";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 165 — M5.20 — PriorityQueue e fila com prioridade";"165_M5_20_PRIORITYQUEUE_E_FILA_COM_PRIORIDADE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"166";"M5.21";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# 166 — M5.21 — Mini-projeto Collections: fluxo de atendimento";"166_M5_21_MINI_PROJETO_COLLECTIONS_FLUXO_DE_ATENDIMENTO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"167";"M5.22";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 167 — M5.22 — Revisão técnica Collections: critérios de escolha";"167_M5_22_REVISAO_TECNICA_COLLECTIONS_CRITERIOS_DE_ESCOLHA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"168";"M5.23";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 168 — M5.23 — Exercícios integradores Collections: escolha de estruturas";"168_M5_23_EXERCICIOS_INTEGRADORES_COLLECTIONS_ESCOLHA_DE_ESTRUTURAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"169";"M5.24";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 169 — M5.24 — Exercícios integradores Collections: implementação guiada";"169_M5_24_EXERCICIOS_INTEGRADORES_COLLECTIONS_IMPLEMENTACAO_GUIADA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"170";"M5.25";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# 170 — M5.25 — Projeto final Collections: cadastro, relatório e processamento";"170_M5_25_PROJETO_FINAL_COLLECTIONS_CADASTRO_RELATORIO_E_PROCESSAMENTO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
