"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"683";"M20.13";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Implementacao seguranca";"683_M20_13_IMPLEMENTACAO_SEGURANCA_OFICIAL.md";"Aula planejada: Implementacao seguranca. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"684";"M20.14";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Implementacao integracoes";"684_M20_14_IMPLEMENTACAO_INTEGRACOES_OFICIAL.md";"Aula planejada: Implementacao integracoes. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"685";"M20.15";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Implementacao mensageria";"685_M20_15_IMPLEMENTACAO_MENSAGERIA_OFICIAL.md";"Aula planejada: Implementacao mensageria. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"686";"M20.16";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Implementacao observabilidade";"686_M20_16_IMPLEMENTACAO_OBSERVABILIDADE_OFICIAL.md";"Aula planejada: Implementacao observabilidade. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"687";"M20.17";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Docker do projeto final";"687_M20_17_DOCKER_DO_PROJETO_FINAL_OFICIAL.md";"Aula planejada: Docker do projeto final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"688";"M20.18";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"CI CD do projeto final";"688_M20_18_CI_CD_DO_PROJETO_FINAL_OFICIAL.md";"Aula planejada: CI CD do projeto final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"689";"M20.19";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Deploy ou simulacao";"689_M20_19_DEPLOY_OU_SIMULACAO_OFICIAL.md";"Aula planejada: Deploy ou simulacao. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"690";"M20.20";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Testes unitarios projeto final";"690_M20_20_TESTES_UNITARIOS_PROJETO_FINAL_OFICIAL.md";"Aula planejada: Testes unitarios projeto final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"691";"M20.21";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Testes integracao projeto final";"691_M20_21_TESTES_INTEGRACAO_PROJETO_FINAL_OFICIAL.md";"Aula planejada: Testes integracao projeto final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"692";"M20.22";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Testes contrato e seguranca final";"692_M20_22_TESTES_CONTRATO_E_SEGURANCA_FINAL_OFICIAL.md";"Aula planejada: Testes contrato e seguranca final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"693";"M20.23";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Performance e carga basica final";"693_M20_23_PERFORMANCE_E_CARGA_BASICA_FINAL_OFICIAL.md";"Aula planejada: Performance e carga basica final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"694";"M20.24";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Documentacao OpenAPI";"694_M20_24_DOCUMENTACAO_OPENAPI_OFICIAL.md";"Aula planejada: Documentacao OpenAPI. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"695";"M20.25";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Postman Collection";"695_M20_25_POSTMAN_COLLECTION_OFICIAL.md";"Aula planejada: Postman Collection. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"696";"M20.26";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"README profissional";"696_M20_26_README_PROFISSIONAL_OFICIAL.md";"Aula planejada: README profissional. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"697";"M20.27";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Guia de execucao local";"697_M20_27_GUIA_DE_EXECUCAO_LOCAL_OFICIAL.md";"Aula planejada: Guia de execucao local. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"698";"M20.28";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Runbook do projeto";"698_M20_28_RUNBOOK_DO_PROJETO_OFICIAL.md";"Aula planejada: Runbook do projeto. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"699";"M20.29";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Correcao tecnica final parte 1";"699_M20_29_CORRECAO_TECNICA_FINAL_PARTE_1_OFICIAL.md";"Aula planejada: Correcao tecnica final parte 1. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"700";"M20.30";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Correcao tecnica final parte 2";"700_M20_30_CORRECAO_TECNICA_FINAL_PARTE_2_OFICIAL.md";"Aula planejada: Correcao tecnica final parte 2. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"701";"M20.31";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Refatoracao arquitetural final";"701_M20_31_REFATORACAO_ARQUITETURAL_FINAL_OFICIAL.md";"Aula planejada: Refatoracao arquitetural final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"702";"M20.32";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Narrativa tecnica portfolio";"702_M20_32_NARRATIVA_TECNICA_PORTFOLIO_OFICIAL.md";"Aula planejada: Narrativa tecnica portfolio. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"703";"M20.33";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Defesa de decisoes engenharia";"703_M20_33_DEFESA_DE_DECISOES_ENGENHARIA_OFICIAL.md";"Aula planejada: Defesa de decisoes engenharia. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"704";"M20.34";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Preparacao GitHub";"704_M20_34_PREPARACAO_GITHUB_OFICIAL.md";"Aula planejada: Preparacao GitHub. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"705";"M20.35";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Preparacao LinkedIn";"705_M20_35_PREPARACAO_LINKEDIN_OFICIAL.md";"Aula planejada: Preparacao LinkedIn. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"706";"M20.36";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Curriculo Java Backend";"706_M20_36_CURRICULO_JAVA_BACKEND_OFICIAL.md";"Aula planejada: Curriculo Java Backend. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"707";"M20.37";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrevista Java";"707_M20_37_ENTREVISTA_JAVA_OFICIAL.md";"Aula planejada: Entrevista Java. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"708";"M20.38";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrevista Spring JPA";"708_M20_38_ENTREVISTA_SPRING_JPA_OFICIAL.md";"Aula planejada: Entrevista Spring JPA. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"709";"M20.39";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrevista SQL banco";"709_M20_39_ENTREVISTA_SQL_BANCO_OFICIAL.md";"Aula planejada: Entrevista SQL banco. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"710";"M20.40";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrevista seguranca";"710_M20_40_ENTREVISTA_SEGURANCA_OFICIAL.md";"Aula planejada: Entrevista seguranca. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"711";"M20.41";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrevista DevOps cloud";"711_M20_41_ENTREVISTA_DEVOPS_CLOUD_OFICIAL.md";"Aula planejada: Entrevista DevOps cloud. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"712";"M20.42";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrevista arquitetura";"712_M20_42_ENTREVISTA_ARQUITETURA_OFICIAL.md";"Aula planejada: Entrevista arquitetura. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"713";"M20.43";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Live coding Java";"713_M20_43_LIVE_CODING_JAVA_OFICIAL.md";"Aula planejada: Live coding Java. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"714";"M20.44";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"System design interview";"714_M20_44_SYSTEM_DESIGN_INTERVIEW_OFICIAL.md";"Aula planejada: System design interview. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"715";"M20.45";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Como ensinar o que aprendeu";"715_M20_45_COMO_ENSINAR_O_QUE_APRENDEU_OFICIAL.md";"Aula planejada: Como ensinar o que aprendeu. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"716";"M20.46";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula ensinavel";"Aula ensinavel final";"716_M20_46_AULA_ENSINAVEL_FINAL_OFICIAL.md";"Aula planejada: Aula ensinavel final. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"717";"M20.47";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Banca tecnica simulada";"717_M20_47_BANCA_TECNICA_SIMULADA_OFICIAL.md";"Aula planejada: Banca tecnica simulada. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"718";"M20.48";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Plano de evolucao pos formacao";"718_M20_48_PLANO_DE_EVOLUCAO_POS_FORMACAO_OFICIAL.md";"Aula planejada: Plano de evolucao pos formacao. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"719";"M20.49";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Entrega final portfolio";"719_M20_49_ENTREGA_FINAL_PORTFOLIO_OFICIAL.md";"Aula planejada: Entrega final portfolio. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
"720";"M20.50";"M20";"Projeto final, carreira, entrevistas e defesa tecnica";"PLANEJADA_RECONSTRUIDA";"Fechamento de modulo";"Fechamento da formacao";"720_M20_50_FECHAMENTO_DA_FORMACAO_OFICIAL.md";"Aula planejada: Fechamento da formacao. Consolidar tudo em projeto final defensavel, portfolio, entrevistas, narrativa tecnica e banca final.";"GRADE_RECONSTRUIDA_CONTINUIDADE_FINAL_POS_635";"Gerar somente quando chegar nesta aula. Validar contra a aula anterior imediata, manter numeracao, modulo, laboratorio, escopo e ponte."
