"numero_aula";"arquivo_md";"h1";"titulo_extraido";"tamanho_bytes";"atualizado_em"
"158";"158_M5_13_MAP_COM_OBJETOS_COMO_CHAVE_OFICIAL.md";"# 158 — M5.13 — Map com objetos como chave";"# 158 — M5.13 — Map com objetos como chave";"40768";"2026-07-08 13:59:00"
"159";"159_M5_14_LINKEDHASHMAP_TREEMAP_E_ORDEM_OFICIAL.md";"# 159 — M5.14 — LinkedHashMap, TreeMap e ordem";"# 159 — M5.14 — LinkedHashMap, TreeMap e ordem";"33939";"2026-07-08 14:12:38"
"160";"160_M5_15_MAP_ITERACAO_KEYSET_VALUES_ENTRYSET_OFICIAL.md";"# 160 — M5.15 — Map: iteração com keySet, values e entrySet";"# 160 — M5.15 — Map: iteração com keySet, values e entrySet";"38485";"2026-07-08 14:20:08"
"161";"161_M5_16_REMOCAO_SEGURA_EM_MAP_OFICIAL.md";"# 161 — M5.16 — Remoção segura em Map";"# 161 — M5.16 — Remoção segura em Map";"38678";"2026-07-08 14:24:30"
"162";"162_M5_17_COLLECTIONS_UTILITY_CLASS_OFICIAL.md";"# 162 — M5.17 — Collections utility class";"# 162 — M5.17 — Collections utility class";"48379";"2026-07-08 14:28:14"
"163";"163_M5_18_COMPARATOR_E_ORDENACAO_CUSTOMIZADA_OFICIAL.md";"# 163 — M5.18 — Comparator e ordenação customizada";"# 163 — M5.18 — Comparator e ordenação customizada";"50053";"2026-07-08 14:32:09"
"164";"164_M5_19_QUEUE_DEQUE_E_PROCESSAMENTO_EM_ORDEM_OFICIAL.md";"# 164 — M5.19 — Queue, Deque e processamento em ordem";"# 164 — M5.19 — Queue, Deque e processamento em ordem";"34584";"2026-07-08 14:35:55"
"165";"165_M5_20_PRIORITYQUEUE_E_FILA_COM_PRIORIDADE_OFICIAL.md";"# 165 — M5.20 — PriorityQueue e fila com prioridade";"# 165 — M5.20 — PriorityQueue e fila com prioridade";"41072";"2026-07-08 14:39:40"
"166";"166_M5_21_MINI_PROJETO_COLLECTIONS_FLUXO_DE_ATENDIMENTO_OFICIAL.md";"# 166 — M5.21 — Mini-projeto Collections: fluxo de atendimento";"# 166 — M5.21 — Mini-projeto Collections: fluxo de atendimento";"39560";"2026-07-08 14:45:04"
"167";"167_M5_22_REVISAO_TECNICA_COLLECTIONS_CRITERIOS_DE_ESCOLHA_OFICIAL.md";"# 167 — M5.22 — Revisão técnica Collections: critérios de escolha";"# 167 — M5.22 — Revisão técnica Collections: critérios de escolha";"41089";"2026-07-08 14:58:58"
"168";"168_M5_23_EXERCICIOS_INTEGRADORES_COLLECTIONS_ESCOLHA_DE_ESTRUTURAS_OFICIAL.md";"# 168 — M5.23 — Exercícios integradores Collections: escolha de estruturas";"# 168 — M5.23 — Exercícios integradores Collections: escolha de estruturas";"43508";"2026-07-08 15:05:06"
"169";"169_M5_24_EXERCICIOS_INTEGRADORES_COLLECTIONS_IMPLEMENTACAO_GUIADA_OFICIAL.md";"# 169 — M5.24 — Exercícios integradores Collections: implementação guiada";"# 169 — M5.24 — Exercícios integradores Collections: implementação guiada";"49756";"2026-07-08 15:05:19"
"170";"170_M5_25_PROJETO_FINAL_COLLECTIONS_CADASTRO_RELATORIO_E_PROCESSAMENTO_OFICIAL.md";"# 170 — M5.25 — Projeto final Collections: cadastro, relatório e processamento";"# 170 — M5.25 — Projeto final Collections: cadastro, relatório e processamento";"46918";"2026-07-08 15:09:10"
"171";"171_M5_26_FECHAMENTO_MODULO_5_COLLECTIONS_FRAMEWORK_OFICIAL.md";"# 171 — M5.26 — Fechamento do Módulo 5: Collections Framework";"# 171 — M5.26 — Fechamento do Módulo 5: Collections Framework";"24293";"2026-07-08 15:12:23"
"172";"172_M6_01_GENERICS_PROFISSIONAL_DO_BASICO_AO_USO_REAL_OFICIAL.md";"# 172 — M6.01 — Generics profissional: do básico ao uso real";"# 172 — M6.01 — Generics profissional: do básico ao uso real";"34708";"2026-07-08 15:15:56"
"173";"173_M6_02_CLASSES_E_INTERFACES_GENERICAS_OFICIAL.md";"# 173 — M6.02 — Classes e interfaces genéricas";"# 173 — M6.02 — Classes e interfaces genéricas";"37154";"2026-07-08 15:43:40"
"174";"174_M6_03_METODOS_GENERICOS_OFICIAL.md";"# 174 — M6.03 — Métodos genéricos";"# 174 — M6.03 — Métodos genéricos";"31048";"2026-07-08 16:51:46"
"175";"175_M6_04_BOUNDED_TYPES_EXTENDS_EM_GENERICS_OFICIAL.md";"# 175 — M6.04 — Bounded Types: `extends` em Generics";"# 175 — M6.04 — Bounded Types: `extends` em Generics";"36324";"2026-07-08 16:57:34"
"176";"176_M6_05_WILDCARDS_INTERROGACAO_EXTENDS_SUPER_OFICIAL.md";"# 176 — M6.05 — Wildcards: `?`, `extends`, `super` e a regra PECS";"# 176 — M6.05 — Wildcards: `?`, `extends`, `super` e a regra PECS";"32132";"2026-07-08 17:47:42"
"177";"177_M6_06_PECS_PRODUCER_EXTENDS_CONSUMER_SUPER_OFICIAL.md";"# 177 — M6.06 — PECS: Producer Extends, Consumer Super";"# 177 — M6.06 — PECS: Producer Extends, Consumer Super";"34310";"2026-07-08 17:53:12"
"178";"178_M6_07_TYPE_ERASURE_GENERICS_EM_TEMPO_DE_COMPILACAO_OFICIAL.md";"# 178 — M6.07 — Type Erasure: Generics em tempo de compilação";"# 178 — M6.07 — Type Erasure: Generics em tempo de compilação";"32750";"2026-07-08 18:01:47"
"179";"179_M6_08_LIMITACOES_E_BOAS_PRATICAS_DE_GENERICS_OFICIAL.md";"# 179 — M6.08 — Limitações e boas práticas de Generics";"# 179 — M6.08 — Limitações e boas práticas de Generics";"33279";"2026-07-08 18:18:41"
"180";"180_M6_09_OPTIONAL_T_AUSENCIA_DE_VALOR_SEM_NULL_OFICIAL.md";"# 180 — M6.09 — Optional<T>: ausência de valor sem null";"# 180 — M6.09 — Optional<T>: ausência de valor sem null";"31824";"2026-07-08 18:31:31"
"181";"181_M6_10_OPTIONAL_BOAS_PRATICAS_MAP_FLATMAP_E_ERROS_COMUNS_OFICIAL.md";"# 181 — M6.10 — Optional: boas práticas, map, flatMap e erros comuns";"# 181 — M6.10 — Optional: boas práticas, map, flatMap e erros comuns";"34292";"2026-07-08 18:36:13"
"182";"182_M6_11_MINI_PROJETO_GENERICS_OPTIONAL_REPOSITORY_RESULTADO_OFICIAL.md";"# 182 — M6.11 — Mini-projeto: Generics, Optional, Repository e Resultado<T>";"# 182 — M6.11 — Mini-projeto: Generics, Optional, Repository e Resultado<T>";"39190";"2026-07-08 18:39:45"
"183";"183_M6_12_REVISAO_TECNICA_GENERICS_OPTIONAL_E_BOAS_PRATICAS_OFICIAL.md";"# 183 — M6.12 — Revisão técnica: Generics, Optional e boas práticas";"# 183 — M6.12 — Revisão técnica: Generics, Optional e boas práticas";"31075";"2026-07-08 18:42:37"
"184";"184_M6_13_EXERCICIOS_INTEGRADORES_GENERICS_OPTIONAL_E_REPOSITORY_OFICIAL.md";"# 184 — M6.13 — Exercícios integradores: Generics, Optional e Repository";"# 184 — M6.13 — Exercícios integradores: Generics, Optional e Repository";"40846";"2026-07-08 18:46:08"
"185";"185_M6_14_FECHAMENTO_MODULO_6_GENERICS_OPTIONAL_E_TRANSICAO_OFICIAL.md";"# 185 — M6.14 — Fechamento do Módulo 6: Generics, Optional e transição";"# 185 — M6.14 — Fechamento do Módulo 6: Generics, Optional e transição";"25699";"2026-07-08 18:49:21"
"186";"186_M7_01_FUNCTIONAL_INTERFACES_E_LAMBDAS_OFICIAL.md";"# 186 — M7.01 — Functional Interfaces e Lambdas";"# 186 — M7.01 — Functional Interfaces e Lambdas";"31166";"2026-07-08 19:01:35"
"187";"187_M7_02_PREDICATE_FUNCTION_CONSUMER_SUPPLIER_OFICIAL.md";"# 187 — M7.02 — Predicate, Function, Consumer e Supplier";"# 187 — M7.02 — Predicate, Function, Consumer e Supplier";"37123";"2026-07-08 19:09:40"
"188";"188_M7_03_METHOD_REFERENCE_E_CONSTRUCTOR_REFERENCE_OFICIAL.md";"# 188 — M7.03 — Method Reference e Constructor Reference";"# 188 — M7.03 — Method Reference e Constructor Reference";"32576";"2026-07-08 19:12:53"
"189";"189_M7_04_COMPOSICAO_FUNCIONAL_PREDICATE_FUNCTION_E_CONSUMER_OFICIAL.md";"# 189 — M7.04 — Composição funcional: Predicate, Function e Consumer";"# 189 — M7.04 — Composição funcional: Predicate, Function e Consumer";"36916";"2026-07-08 19:18:25"
"190";"190_M7_05_STREAMS_API_INTRODUCAO_FILTER_MAP_FOREACH_OFICIAL.md";"# 190 — M7.05 — Streams API: introdução, filter, map e forEach";"# 190 — M7.05 — Streams API: introdução, filter, map e forEach";"39129";"2026-07-08 19:26:05"
"191";"191_M7_06_STREAMS_TOLIST_COLLECT_E_COLLECTORS_OFICIAL.md";"# 191 — M7.06 — Streams: toList, collect e Collectors";"# 191 — M7.06 — Streams: toList, collect e Collectors";"54237";"2026-07-08 19:38:06"
"192";"192_M7_07_STREAMS_FINDFIRST_FINDANY_ANYMATCH_ALLMATCH_NONEMATCH_COUNT_OFICIAL.md";"# 192 — M7.07 — Streams: findFirst, findAny, anyMatch, allMatch, noneMatch e count";"# 192 — M7.07 — Streams: findFirst, findAny, anyMatch, allMatch, noneMatch e count";"49072";"2026-07-08 20:00:00"
"193";"193_M7_08_STREAMS_SORTED_COMPARATOR_DISTINCT_LIMIT_SKIP_OFICIAL.md";"# 193 — M7.08 — Streams: sorted, Comparator, distinct, limit e skip";"# 193 — M7.08 — Streams: sorted, Comparator, distinct, limit e skip";"50566";"2026-07-08 20:06:33"
"194";"194_M7_09_STREAMS_MIN_MAX_REDUCE_E_AGREGACOES_OFICIAL.md";"# 194 — M7.09 — Streams: min, max, reduce e agregações";"# 194 — M7.09 — Streams: min, max, reduce e agregações";"44947";"2026-07-09 08:14:32"
"195";"195_M7_10_COLLECTORS_AVANCADO_JOINING_GROUPINGBY_PARTITIONINGBY_OFICIAL.md";"# 195 — M7.10 — Collectors avançado: joining, groupingBy, partitioningBy, mapping, counting e summing";"# 195 — M7.10 — Collectors avançado: joining, groupingBy, partitioningBy, mapping, counting e summing";"58176";"2026-07-09 08:14:34"
"196";"196_M7_11_STREAMS_FLATMAP_COLECOES_ANINHADAS_E_PIPELINES_REAIS_OFICIAL.md";"# 196 — M7.11 — Streams: flatMap, coleções aninhadas e pipelines reais";"# 196 — M7.11 — Streams: flatMap, coleções aninhadas e pipelines reais";"56811";"2026-07-09 08:14:39"
"197";"197_M7_12_STREAMS_OPTIONAL_E_PIPELINES_SEGUROS_OFICIAL.md";"# 197 — M7.12 — Streams, Optional e pipelines seguros";"# 197 — M7.12 — Streams, Optional e pipelines seguros";"54952";"2026-07-09 08:14:42"
"198";"198_M7_13_STREAMS_BOAS_PRATICAS_LEGIBILIDADE_PERFORMANCE_E_PARALLELSTREAM_OFICIAL.md";"# 198 — M7.13 — Streams: boas práticas, legibilidade, performance e parallelStream";"# 198 — M7.13 — Streams: boas práticas, legibilidade, performance e parallelStream";"43022";"2026-07-09 08:14:45"
"199";"199_M7_14_EXERCICIOS_INTEGRADORES_STREAMS_FUNCTIONAL_INTERFACES_E_OPTIONAL_OFICIAL.md";"# 199 — M7.14 — Exercícios integradores: Streams, Functional Interfaces e Optional";"# 199 — M7.14 — Exercícios integradores: Streams, Functional Interfaces e Optional";"51071";"2026-07-09 08:14:50"
"200";"200_M7_15_FECHAMENTO_TECNICO_SIMULADO_E_TRANSICAO_OFICIAL.md";"# 200 — M7.15 — Fechamento técnico, simulado e transição";"# 200 — M7.15 — Fechamento técnico, simulado e transição";"26714";"2026-07-09 08:14:53"
"201";"201_M8_01_EXCEPTIONS_INTRODUCAO_TRATAMENTO_ERROS_OFICIAL.md";"# 201 — M8.01 — Exceptions: introdução ao tratamento profissional de erros";"# 201 — M8.01 — Exceptions: introdução ao tratamento profissional de erros";"34436";"2026-07-09 08:14:55"
"202";"202_M8_02_CHECKED_VS_UNCHECKED_EXCEPTIONS_OFICIAL.md";"# 202 — M8.02 — Checked vs Unchecked Exceptions";"# 202 — M8.02 — Checked vs Unchecked Exceptions";"33673";"2026-07-09 08:14:58"
"203";"203_M8_03_EXCEPTIONS_PROPRIAS_DOMINIO_INFRAESTRUTURA_OFICIAL.md";"# 203 — M8.03 — Exceptions próprias: domínio, aplicação e infraestrutura";"# 203 — M8.03 — Exceptions próprias: domínio, aplicação e infraestrutura";"41586";"2026-07-09 08:15:01"
"204";"204_M8_04_TRY_CATCH_FINALLY_TRY_WITH_RESOURCES_OFICIAL.md";"# 204 — M8.04 — try, catch, finally e try-with-resources";"# 204 — M8.04 — try, catch, finally e try-with-resources";"40064";"2026-07-09 08:15:07"
"205";"205_M8_05_MODELAGEM_ERROS_POR_CAMADA_DOMINIO_APLICACAO_INFRA_OFICIAL.md";"# 205 — M8.05 — Modelagem de erros por camada: domínio, aplicação e infraestrutura";"# 205 — M8.05 — Modelagem de erros por camada: domínio, aplicação e infraestrutura";"43547";"2026-07-09 08:15:09"
"206";"206_M8_06_EXCEPTIONS_RESULTADO_VALIDACOES_CONTROLADAS_OFICIAL.md";"# 206 — M8.06 — Exceptions, Resultado e validações controladas";"# 206 — M8.06 — Exceptions, Resultado e validações controladas";"44872";"2026-07-09 08:15:12"
"207";"207_M8_07_IO_PATH_FILES_LEITURA_ESCRITA_ARQUIVOS_OFICIAL.md";"# 207 — M8.07 — I/O com Path e Files: leitura, escrita e manipulação de arquivos";"# 207 — M8.07 — I/O com Path e Files: leitura, escrita e manipulação de arquivos";"37410";"2026-07-09 08:15:14"
"208";"208_M8_08_BUFFEREDREADER_BUFFEREDWRITER_LEITURA_ESCRITA_EFICIENTE_OFICIAL.md";"# 208 — M8.08 — BufferedReader e BufferedWriter: leitura e escrita eficiente";"# 208 — M8.08 — BufferedReader e BufferedWriter: leitura e escrita eficiente";"42932";"2026-07-09 08:15:17"
"209";"209_M8_09_CSV_MANUAL_PARSING_ROBUSTO_CABECALHO_LINHAS_INVALIDAS_OFICIAL.md";"# 209 — M8.09 — CSV manual: parsing robusto, cabeçalho e linhas inválidas";"# 209 — M8.09 — CSV manual: parsing robusto, cabeçalho e linhas inválidas";"42485";"2026-07-09 08:15:21"
"210";"210_M8_10_DATE_TIME_API_LOCALDATE_LOCALDATETIME_DURATION_PERIOD_FORMATTER_OFICIAL.md";"# 210 — M8.10 — Date/Time API: LocalDate, LocalDateTime, Duration, Period e DateTimeFormatter";"# 210 — M8.10 — Date/Time API: LocalDate, LocalDateTime, Duration, Period e DateTimeFormatter";"51081";"2026-07-09 08:15:24"
"211";"211_M8_11_INSTANT_ZONEID_ZONEDDATETIME_OFFSETDATETIME_OFICIAL.md";"# 211 — M8.11 — Instant, ZoneId, ZonedDateTime e OffsetDateTime";"# 211 — M8.11 — Instant, ZoneId, ZonedDateTime e OffsetDateTime";"39550";"2026-07-09 08:15:26"
"212";"212_M8_12_UTILITARIOS_MODERNOS_OBJECTS_STRINGJOINER_UUID_RANDOM_SECURERANDOM_OFICIAL.md";"# 212 — M8.12 — Utilitários modernos: Objects, StringJoiner, UUID, Random e SecureRandom";"# 212 — M8.12 — Utilitários modernos: Objects, StringJoiner, UUID, Random e SecureRandom";"41057";"2026-07-09 08:15:28"
"213";"213_M8_13_EXERCICIOS_INTEGRADORES_EXCEPTIONS_IO_CSV_DATETIME_UUID_OFICIAL.md";"# 213 — M8.13 — Exercícios integradores: Exceptions, Resultado, I/O, CSV, Date/Time e UUID";"# 213 — M8.13 — Exercícios integradores: Exceptions, Resultado, I/O, CSV, Date/Time e UUID";"54418";"2026-07-09 08:15:32"
"214";"214_M8_14_REVISAO_TECNICA_SIMULADO_E_FECHAMENTO_MODULO_8_OFICIAL.md";"# 214 — M8.14 — Revisão técnica, simulado e fechamento do Módulo 8";"# 214 — M8.14 — Revisão técnica, simulado e fechamento do Módulo 8";"25068";"2026-07-09 08:15:35"
"215";"215_M9_01_SOLID_INTRODUCAO_MOTIVACAO_PROBLEMAS_QUE_RESOLVE_OFICIAL.md";"# 215 — M9.01 — SOLID: introdução, motivação e problemas que resolve";"# 215 — M9.01 — SOLID: introdução, motivação e problemas que resolve";"35671";"2026-07-09 08:15:37"
"216";"216_M9_02_SRP_SINGLE_RESPONSIBILITY_PRINCIPLE_OFICIAL.md";"# 216 — M9.02 — SRP: Single Responsibility Principle";"# 216 — M9.02 — SRP: Single Responsibility Principle";"36002";"2026-07-09 08:15:41"
"217";"217_M9_03_OCP_OPEN_CLOSED_PRINCIPLE_OFICIAL.md";"# 217 — M9.03 — OCP: Open/Closed Principle";"# 217 — M9.03 — OCP: Open/Closed Principle";"41469";"2026-07-09 08:15:44"
"218";"218_M9_04_LSP_LISKOV_SUBSTITUTION_PRINCIPLE_OFICIAL.md";"# 218 — M9.04 — LSP: Liskov Substitution Principle";"# 218 — M9.04 — LSP: Liskov Substitution Principle";"42470";"2026-07-09 08:15:46"
"219";"219_M9_05_ISP_INTERFACE_SEGREGATION_PRINCIPLE_OFICIAL.md";"# 219 — M9.05 — ISP: Interface Segregation Principle";"# 219 — M9.05 — ISP: Interface Segregation Principle";"40415";"2026-07-09 08:15:51"
"220";"220_M9_06_DIP_DEPENDENCY_INVERSION_PRINCIPLE_OFICIAL.md";"# 220 — M9.06 — DIP: Dependency Inversion Principle";"# 220 — M9.06 — DIP: Dependency Inversion Principle";"42937";"2026-07-09 08:15:54"
"221";"221_M9_07_SOLID_APLICADO_FLUXO_COMPLETO_BACKEND_OFICIAL.md";"# 221 — M9.07 — SOLID aplicado em um fluxo completo de backend";"# 221 — M9.07 — SOLID aplicado em um fluxo completo de backend";"51689";"2026-07-09 08:15:56"
"222";"222_M9_08_SOLID_REVISAO_TECNICA_REFATORACAO_GUIADA_E_SIMULADO_OFICIAL.md";"# 222 — M9.08 — SOLID: revisão técnica, refatoração guiada e simulado";"# 222 — M9.08 — SOLID: revisão técnica, refatoração guiada e simulado";"49962";"2026-07-09 08:15:58"
"223";"223_M10_01_DESIGN_PATTERNS_INTRODUCAO_PADROES_DE_PROJETO_BACKEND_OFICIAL.md";"# 223 — M10.01 — Design Patterns: introdução a padrões de projeto no backend";"# 223 — M10.01 — Design Patterns: introdução a padrões de projeto no backend";"32465";"2026-07-09 08:16:00"
"224";"224_M10_02_STRATEGY_PATTERN_POLITICAS_REGRAS_VARIAVEIS_BACKEND_OFICIAL.md";"# 224 — M10.02 — Strategy Pattern: políticas e regras variáveis no backend";"# 224 — M10.02 — Strategy Pattern: políticas e regras variáveis no backend";"48274";"2026-07-09 08:16:05"
"225";"225_M10_03_FACTORY_PATTERN_CRIACAO_OBJETOS_BACKEND_OFICIAL.md";"# 225 — M10.03 — Factory Pattern: criação de objetos no backend";"# 225 — M10.03 — Factory Pattern: criação de objetos no backend";"47059";"2026-07-09 08:16:07"
"226";"226_M10_04_BUILDER_PATTERN_OBJETOS_COMPLEXOS_CONSTRUCAO_FLUENTE_OFICIAL.md";"# 226 — M10.04 — Builder Pattern: objetos complexos e construção fluente";"# 226 — M10.04 — Builder Pattern: objetos complexos e construção fluente";"38950";"2026-07-09 08:16:11"
"227";"227_M10_05_ADAPTER_PATTERN_INTEGRACOES_APIS_EXTERNAS_LEGADOS_OFICIAL.md";"# 227 — M10.05 — Adapter Pattern: integrações, APIs externas e sistemas legados";"# 227 — M10.05 — Adapter Pattern: integrações, APIs externas e sistemas legados";"45821";"2026-07-09 08:16:13"
"228";"228_M10_06_FACADE_PATTERN_SIMPLIFICANDO_FLUXOS_COMPLEXOS_BACKEND_OFICIAL.md";"# 228 — M10.06 — Facade Pattern: simplificando fluxos complexos no backend";"# 228 — M10.06 — Facade Pattern: simplificando fluxos complexos no backend";"49856";"2026-07-09 08:16:16"
"229";"229_M10_07_TEMPLATE_METHOD_PATTERN_FLUXOS_FIXOS_ETAPAS_VARIAVEIS_OFICIAL.md";"# 229 — M10.07 — Template Method Pattern: fluxos fixos com etapas variáveis";"# 229 — M10.07 — Template Method Pattern: fluxos fixos com etapas variáveis";"35745";"2026-07-09 08:16:20"
"230";"230_M10_08_CHAIN_OF_RESPONSIBILITY_VALIDACOES_APROVACOES_HANDLERS_OFICIAL.md";"# 230 — M10.08 — Chain of Responsibility: validações, aprovações e handlers";"# 230 — M10.08 — Chain of Responsibility: validações, aprovações e handlers";"44755";"2026-07-09 08:16:22"
"231";"231_M10_09_STATE_PATTERN_STATUS_WORKFLOW_BACKEND_OFICIAL.md";"# 231 — M10.09 — State Pattern: status e workflow no backend";"# 231 — M10.09 — State Pattern: status e workflow no backend";"43566";"2026-07-09 08:16:25"
"232";"232_M10_10_COMMAND_PATTERN_ACOES_COMANDOS_AUDITORIA_FILAS_OFICIAL.md";"# 232 — M10.10 — Command Pattern: ações, comandos, auditoria e filas";"# 232 — M10.10 — Command Pattern: ações, comandos, auditoria e filas";"44681";"2026-07-09 08:16:28"
"233";"233_M10_11_OBSERVER_PATTERN_EVENTOS_NOTIFICACOES_DOMINIO_OFICIAL.md";"# 233 — M10.11 — Observer Pattern: eventos, notificações e reações de domínio";"# 233 — M10.11 — Observer Pattern: eventos, notificações e reações de domínio";"50866";"2026-07-09 08:16:32"
"234";"234_M10_12_DECORATOR_PATTERN_LOGS_METRICAS_CACHE_AUTORIZACAO_OFICIAL.md";"# 234 — M10.12 — Decorator Pattern: logs, métricas, cache e autorização";"# 234 — M10.12 — Decorator Pattern: logs, métricas, cache e autorização";"41660";"2026-07-09 08:16:35"
"235";"235_M10_13_PROXY_PATTERN_CONTROLE_ACESSO_CACHE_LAZY_LOADING_OFICIAL.md";"# 235 — M10.13 — Proxy Pattern: controle de acesso, cache e lazy loading";"# 235 — M10.13 — Proxy Pattern: controle de acesso, cache e lazy loading";"36583";"2026-07-09 08:16:37"
"236";"236_M10_14_COMPOSITE_PATTERN_ESTRUTURAS_HIERARQUICAS_BACKEND_OFICIAL.md";"# 236 — M10.14 — Composite Pattern: estruturas hierárquicas no backend";"# 236 — M10.14 — Composite Pattern: estruturas hierárquicas no backend";"30766";"2026-07-09 08:16:40"
"237";"237_M10_15_FLYWEIGHT_PATTERN_OBJETOS_COMPARTILHADOS_PERFORMANCE_OFICIAL.md";"# 237 — M10.15 — Flyweight Pattern: objetos compartilhados e performance";"# 237 — M10.15 — Flyweight Pattern: objetos compartilhados e performance";"37835";"2026-07-09 08:16:43"
"238";"238_M10_16_BRIDGE_PATTERN_ABSTRACAO_IMPLEMENTACAO_VARIACOES_OFICIAL.md";"# 238 — M10.16 — Bridge Pattern: abstração, implementação e variações";"# 238 — M10.16 — Bridge Pattern: abstração, implementação e variações";"43044";"2026-07-09 08:20:11"
"239";"239_M10_17_MEDIATOR_PATTERN_COORDENACAO_DESACOPLAMENTO_OBJETOS_OFICIAL.md";"# 239 — M10.17 — Mediator Pattern: coordenação e desacoplamento entre objetos";"# 239 — M10.17 — Mediator Pattern: coordenação e desacoplamento entre objetos";"37961";"2026-07-09 08:28:45"
"240";"240_M10_18_MEMENTO_PATTERN_HISTORICO_SNAPSHOTS_UNDO_OFICIAL.md";"# 240 — M10.18 — Memento Pattern: histórico, snapshots e undo";"# 240 — M10.18 — Memento Pattern: histórico, snapshots e undo";"39217";"2026-07-09 08:32:52"
"241";"241_M10_19_ITERATOR_PATTERN_PERCORRENDO_COLECOES_E_LOTES_OFICIAL.md";"# 241 — M10.19 — Iterator Pattern: percorrendo coleções e lotes";"# 241 — M10.19 — Iterator Pattern: percorrendo coleções e lotes";"37796";"2026-07-09 08:41:38"
"242";"242_M10_20_VISITOR_PATTERN_OPERACOES_EM_ESTRUTURAS_OBJETOS_OFICIAL.md";"# 242 — M10.20 — Visitor Pattern: operações em estruturas de objetos";"# 242 — M10.20 — Visitor Pattern: operações em estruturas de objetos";"49856";"2026-07-09 08:45:53"
"243";"243_M10_21_INTERPRETER_PATTERN_EXPRESSOES_REGRAS_DSL_OFICIAL.md";"# 243 — M10.21 — Interpreter Pattern: expressões, regras e DSL simples";"# 243 — M10.21 — Interpreter Pattern: expressões, regras e DSL simples";"44906";"2026-07-09 08:50:30"
"244";"244_M10_22_REVISAO_TECNICA_DESIGN_PATTERNS_BACKEND_OFICIAL.md";"# 244 — M10.22 — Revisão técnica: Design Patterns aplicados ao Backend";"# 244 — M10.22 — Revisão técnica: Design Patterns aplicados ao Backend";"34401";"2026-07-09 08:55:05"
"245";"245_M11_01_FERRAMENTAS_JAVA_BACKEND_PROFISSIONAL_JDK_MAVEN_GRADLE_GIT_OFICIAL.md";"# 245 — M11.01 — Ferramentas Java Backend Profissional: JDK, Maven, Gradle e Git";"# 245 — M11.01 — Ferramentas Java Backend Profissional: JDK, Maven, Gradle e Git";"26836";"2026-07-09 08:59:41"
"246";"246_M11_02_JDK_JVM_JRE_BYTECODE_CLASSPATH_VARIAVEIS_AMBIENTE_OFICIAL.md";"# 246 — M11.02 — JDK, JVM, JRE, bytecode, classpath e variáveis de ambiente";"# 246 — M11.02 — JDK, JVM, JRE, bytecode, classpath e variáveis de ambiente";"26097";"2026-07-09 09:06:05"
"247";"247_M11_03_MAVEN_POM_DEPENDENCIAS_LIFECYCLE_PLUGINS_OFICIAL.md";"# 247 — M11.03 — Maven profissional: POM, dependências, lifecycle, plugins e build";"# 247 — M11.03 — Maven profissional: POM, dependências, lifecycle, plugins e build";"35406";"2026-07-09 09:22:38"
"248";"248_M11_04_GRADLE_BUILD_TASKS_DEPENDENCIAS_WRAPPER_OFICIAL.md";"# 248 — M11.04 — Gradle profissional: build, tasks, dependências e wrapper";"# 248 — M11.04 — Gradle profissional: build, tasks, dependências e wrapper";"32633";"2026-07-09 09:23:17"
"249";"249_M11_05_GIT_PROFISSIONAL_COMMITS_BRANCHES_MERGE_REBASE_PR_OFICIAL.md";"# 249 — M11.05 — Git profissional: commits, branches, merge, rebase e pull request";"# 249 — M11.05 — Git profissional: commits, branches, merge, rebase e pull request";"29516";"2026-07-09 09:27:25"
"250";"250_M11_06_IDE_TERMINAL_DEBUGGING_PRODUTIVIDADE_JAVA_BACKEND_OFICIAL.md";"# 250 — M11.06 — IDE, terminal, debugging e produtividade no Java Backend";"# 250 — M11.06 — IDE, terminal, debugging e produtividade no Java Backend";"36381";"2026-07-09 09:31:53"
"251";"251_M11_07_JUNIT5_TESTES_UNITARIOS_ASSERTIONS_CICLO_VIDA_OFICIAL.md";"# 251 — M11.07 — JUnit 5: testes unitários, assertions e ciclo de vida";"# 251 — M11.07 — JUnit 5: testes unitários, assertions e ciclo de vida";"33470";"2026-07-09 09:35:37"
"252";"252_M11_08_JUNIT5_AVANCADO_TESTES_PARAMETRIZADOS_NESTED_TAGS_OFICIAL.md";"# 252 — M11.08 — JUnit 5 avançado: testes parametrizados, nested tests, tags e organização profissional";"# 252 — M11.08 — JUnit 5 avançado: testes parametrizados, nested tests, tags e organização profissional";"37671";"2026-07-09 09:39:54"
"253";"253_M11_09_MOCKITO_MOCKS_STUBS_VERIFY_TESTES_USECASE_SERVICE_OFICIAL.md";"# 253 — M11.09 — Mockito: mocks, stubs, verify e testes de Use Case/Service";"# 253 — M11.09 — Mockito: mocks, stubs, verify e testes de Use Case/Service";"54332";"2026-07-09 09:50:31"
"254";"254_M11_10_MOCKITO_AVANCADO_DORETURN_DOTHROW_SPIES_CAPTORS_INORDER_OFICIAL.md";"# 254 — M11.10 — Mockito avançado: doReturn, doThrow, spies, captors, InOrder e testes menos frágeis";"# 254 — M11.10 — Mockito avançado: doReturn, doThrow, spies, captors, InOrder e testes menos frágeis";"47822";"2026-07-09 09:56:21"
